text,label
logger cutting loggs,6210
cleaner cleaning the classroom and the school environment,9112
gardener onionsokra and sorel,6113
salesperson retail sale ommo detergent,5249
salesperson selling of domesticated animal,5249
salesperson selling of pan cake on the street,5212
carpenter apprentice roofing,7115
electrician apprentice electrical wiring,7411
salesperson selling of roasted groundnut,5212
personal property manager renting of apartment,3334
salesperson selling of bread and bean on the street,5212
salesperson selling of bread and fishball,5212
salesperson selling of dressesshoenecklace etc,5249
security guard securing the premise of the health centre,5414
salesperson retail sale of bananaapple and mango,5249
street seller selling of fruit,5212
salesperson retail sale of fruit,5243
salesperson selling of fruit,5243
salesperson retail sale of grass use for fence,5249
machine operator grinding of coose and rice,8160
craftman manufacturing of palm stick bed,7317
labourer mixing of cement and carrying of block,9313
driver passenger transport service,8322
henna artist henna decoration,3435
volunteer volunteer health assistant,5321
salesperson selling cooked cassava and pan cake,5212
peanut butter maker processing raw groundnut into peanut butter,8160
trader selling of goat and sheep,9520
salesperson selling of vegetable on the street,5212
salesperson selling of shelled groundnut,5212
plasterer apprentice learning and helping out to make white ceiling,7123
blacksmith making ax and hoe,7221
street seller retail of ice juice and pan cake,5212
shopkeeper selling woman clothes,5221
street seller selling bread and bean,5212
mason building resident,7112
street seller selling bread with bean and fishball,5212
labourer mixing cement and supplying block to the mason,9313
salesperson retail sale of mobile phone and accessory,5249
shopkeeper retail sale of consumer good,5221
salesperson retail sale of jar and andi churai,5249
salesperson retail sale of mobile phone,5249
street food seller selling ebbeh and fishbowl,5212
labourer cutting and selling firewood,9624
salesperson retail sale of pan and bucket,5249
tileman floor tiling,7122
street food seller selling pank cake,5212
security guard guarding and keeping the school safe,5414
primary school teacher providing primary education,2341
growing of cereal except rice leguminous crop and oil seed,0111
growing of rice,0112
growing of vegetable and melon root and tuber,0113
growing of sugar cane,0113
growing of fibre crop,0116
growing of other nonperennial crop,0119
growing of tropical and subtropical fruit,0122
growing of citrus fruit,0123
growing of pome fruit and stone fruit,0124
growing of other tree and bush fruit,0125
growing of oleaginous fruit,0126
growing of beverage crop,0127
growing of spice aromatic drug and pharmaceutical crop,0128
growing of other perennial crop,0129
plant propagation,0130
raising of cattle and buffalo,0141
raising of horse and other equine,0143
raising of sheep and goat,0144
raising of swinepigs,0145
raising of poultry,0146
raising of other animal,0149
mixed farming,0150
support activity for crop production,0161
support activity for animal production,0162
postharvest crop activity,0163
seed processing for propagation,0164
hunting trapping and related service activity,0170
silviculture and other forestry activity,0210
logging,0220
gathering of nonwood forest product,0230
support service to forestry,0240
marine fishing,0311
freshwater fishing,0312
freshwater aquaculture,0322
quarrying of stone sand and clay,0810
extraction of salt,0891
other mining and quarrying nec,0899
support activity for petroleum and natural gas extraction,0910
support activity for other mining and quarrying,0990
processing and preserving of meat,1010
processing and preserving of fish crustacean and mollusc,1020
processing and preserving of fruit and vegetable,1030
manufacture of vegetable and animal oil and fat,1040
manufacture of dairy product,1050
manufacture of grain mill product,1061
manufacture of starch and starch product,1062
manufacture of bakery product,1071
manufacture of cocoa chocolate and sugar confectionery,1073
manufacture of prepared meal and dish,1075
manufacture of other food product nec,1079
manufacture of prepared animal feed,1080
distilling rectifying and blending of spirit,1101
manufacture of wine,1102
manufacture of malt liquor and malt,1103
manufacture of soft drink production of mineral water and other bottled water,1104
manufacture of tobacco product,1200
preparation and spinning of text,1311
weaving of textile,1312
finishing of textile,1313
manufacture of knitted and crocheted fabric,1391
manufacture of madeup textile article except apparel,1392
manufacture of cordage rope twine and netting,1394
manufacture of other textile nec,1399
manufacture of wearing apparel except fur apparel,1410
manufacture of knitted and crocheted apparel,1430
tanning and dressing of leather dressing and dyeing of fur,1511
manufacture of luggage handbag and the like saddlery and harness,1512
manufacture of footwear,1520
sawmilling and planing of wood,1610
manufacture of veneer sheet and woodbased panel,1621
manufacture of builder carpentry and joinery,1622
manufacture of wooden container,1623
manufacture of other product of wood manufacture of article of cork straw and plaiting material,1629
manufacture of pulp paper and paperboard,1701
manufacture of corrugated paper and paperboard and of container of paper and paperboard,1702
printing,1811
service activity related to printing,1812
reproduction of recorded medium,1820
manufacture of basic chemical,2011
manufacture of fertilizer and nitrogen compound,2012
manufacture of pesticide and other agrochemical product,2021
manufacture of soap and detergent cleaning and polishing preparation perfume and toilet preparation,2023
manufacture of manmade fibre,2030
manufacture of pharmaceutical medicinal chemical and botanical product,2100
manufacture of rubber tyre and tube retreading and rebuilding of rubber tyre,2211
manufacture of plastic product,2220
manufacture of glass and glass product,2310
manufacture of refractory product,2391
manufacture of clay building material,2392
manufacture of other porcelain and ceramic product,2393
manufacture of article of concrete cement and plaster,2395
manufacture of structural metal product,2511
manufacture of tank reservoir and container of metal,2512
forging pressing stamping and rollforming of metal powder metallurgy,2591
treatment and coating of metal machining,2592
manufacture of cutlery hand tool and general hardware,2593
manufacture of other fabricated metal product nec,2599
manufacture of other electronic and electric wire and cable,2732
manufacture of engine and turbine except aircraft vehicle and cycle engine,2811
manufacture of other pump compressor tap and valve,2813
manufacture of bearing gear gearing and driving element,2814
manufacture of oven furnace and furnace burner,2815
manufacture of office machinery and equipment except computer and peripheral equipment,2817
manufacture of powerdriven hand tool,2818
manufacture of other generalpurpose machinery,2819
manufacture of agricultural and forestry machinery,2821
manufacture of other specialpurpose machinery,2829
building of ship and floating structure,3011
manufacture of bicycle and invalid carriage,3092
manufacture of other transport equipment nec,3099
manufacture of furniture,3100
manufacture of jewellery and related article,3211
manufacture of imitation jewellery and related article,3212
manufacture of musical instrument,3220
manufacture of sport good,3230
manufacture of medical and dental instrument and supply,3250
other manufacturing nec,3290
repair of fabricated metal product,3311
repair of machinery,3312
repair of electronic and optical equipment,3313
repair of electrical equipment,3314
repair of transport equipment except motor vehicle,3315
repair of other equipment,3319
installation of industrial machinery and equipment,3320
electric power generation transmission and distribution,3510
manufacture of gas distribution of gaseous fuel through main,3520
steam and air conditioning supply,3530
water collection treatment and supply,3600
collection of nonhazardous waste,3811
collection of hazardous waste,3812
treatment and disposal of nonhazardous waste,3821
treatment and disposal of hazardous waste,3822
material recovery,3830
remediation activity and other waste management service,3900
construction of building,4100
construction of road and railway,4210
construction of utility project,4220
construction of other civil engineering project,4290
demolition,4311
site preparation,4312
electrical installation,4321
plumbing heat and airconditioning installation,4322
other construction installation,4329
building completion and finishing,4330
other specialized construction activity,4390
sale of motor vehicle,4510
maintenance and repair of motor vehicle,4520
sale of motor vehicle part and accessory,4530
sale maintenance and repair of motorcycle and related part and accessory,4540
wholesale on a fee or contract basis,4610
wholesale of agricultural raw material and live animal,4620
wholesale of food beverage and tobacco,4630
wholesale of textile clothing and footwear,4641
wholesale of other household good,4649
wholesale of computer computer peripheral equipment and software,4651
wholesale of electronic and telecommunication equipment and part,4652
wholesale of agricultural machinery equipment and supply,4653
wholesale of other machinery and equipment,4659
wholesale of solid liquid and gaseous fuel and related product,4661
wholesale of metal and metal ore,4662
wholesale of construction material hardware plumbing and heating equipment and supply,4663
wholesale of waste and scrap and other product nec,4669
nonspecialized wholesale trade,4690
retail sale in nonspecialized store with food beverage or tobacco predominating,4711
other retail sale in nonspecialized store,4719
retail sale of food in specialized store,4721
retail sale of beverage in specialized store,4722
retail sale of tobacco product in specialized store,4723
retail sale of automotive fuel in specialized store,4730
retail sale of computer peripheral unit software and telecommunication equipment in specialized store,4741
retail sale of audio and video equipment in specialized store,4742
retail sale of textile in specialized store,4751
retail sale of hardware paint and glass in specialized store,4752
retail sale of carpet rug wall and floor covering in specialized store,4753
retail sale of electrical household appliance furniture lighting equipment and other household article in specialized store,4759
retail sale of book newspaper and stationary in specialized store,4761
retail sale of music and video recording in specialized store,4762
retail sale of sporting equipment in specialized store,4763
retail sale of game and toy in specialized store,4764
retail sale of clothing footwear and leather article in specialized store,4771
retail sale of pharmaceutical and medical good cosmetic and toilet article in specialized store,4772
other retail sale of new good in specialized store,4773
retail sale via stall and market of food beverage and tobacco product,4781
retail sale via stall and market of textile clothing and footwear,4782
retail sale via stall and market of other good,4789
retail sale via mail order house or via internet,4791
other retail sale not in store stall or market,4799
urban and suburban passenger land transport,4921
other passenger land transport,4922
freight transport by road,4923
sea and coastal passenger water transport,5011
sea and coastal freight water transport,5012
inland passenger water transport,5021
inland freight water transport,5022
passenger air transport,5110
freight air transport,5120
warehousing and storage,5210
service activity incidental to land transportation,5221
service activity incidental to water transportation,5222
service activity incidental to air transportation,5223
cargo handling,5224
other transportation support activity,5229
postal activity,5310
courier activity,5320
short term accommodation activity,5510
camping ground recreational vehicle park and trailer park,5520
other accommodation,5590
restaurant and mobile food service activity,5610
event catering,5621
other food service activity,5629
beverage serving activity,5630
book publishing,5811
publishing of directory and mailing list,5812
publishing of newspaper journal and periodical,5813
other publishing activity,5819
software publishing,5820
motion picture video and television programme production activity,5911
motion picture video and television programme postproduction activity,5912
motion picture video and television programme distribution activity,5913
motion picture projection activity,5914
sound recording and music publishing activity,5920
radio broadcasting,6010
television programming and broadcasting activity,6020
wired telecommunication activity,6110
wireless telecommunication activity,6120
satellite telecommunication activity,6130
other telecommunication activity,6190
computer programming activity,6201
computer consultancy and computer facility management activity,6202
other information technology and computer service activity,6209
data processing hosting and related activity,6311
web portal,6312
news agency activity,6391
other information service activity nec,6399
central banking,6411
other monetary intermediation,6419
activity of holding company,6420
trust fund and similar financial entity,6430
financial leasing,6491
other credit granting,6492
other financial service activity except insurance and pension funding activity nec,6499
life insurance,6511
nonlife insurance,6512
reinsurance,6520
pension funding,6530
administration of financial market,6611
security and commodity contract brokerage,6612
other activity auxiliary to financial service activity,6619
activity of insurance agent and broker,6622
other activity auxiliary to insurance and pension funding,6629
fund management activity,6630
real estate activity with own or leased property,6810
real estate activity on a fee or contract basis,6820
legal activity,6910
accounting bookkeeping and auditing activity tax consultancy,6920
activity of head office,7010
management consultancy activity,7020
architectural and engineering activity and related technical consultancy,7110
technical testing and analysis,7120
research and experimental development on natural science and engineering,7210
research and experimental development on social science and humanity,7220
advertising,7310
market research and public opinion polling,7320
specialized design activity,7410
photographic activity,7420
other professional scientific and technical activity nec,7490
veterinary activity,7500
renting and leasing of motor vehicle,7710
renting and leasing of recreational and sport good,7721
renting of video tape and disk,7722
renting and leasing of other personal and household good,7729
renting and leasing of other machinery equipment and tangible good,7730
leasing of intellectual property and similar product except copyrighted work,7740
activity of employment placement agency,7810
temporary employment agency activity,7820
other human resource provision,7830
travel agency activity,7911
tour operator activity,7912
other reservation service and related activity,7990
private security activity,8010
security system service activity,8020
investigation activity,8030
general cleaning of building,8121
other building and industrial cleaning activity,8129
landscape care and maintenance service activity,8130
combined office administrative service activity,8211
photocopying document preparation and other specialized office support activity,8219
activity of call centre,8220
organization of convention and trade show,8230
activity of collection agency and credit bureau,8291
packaging activity,8292
other business support service activity nec,8299
general public administration activity,8411
regulation of the activity of providing health care education cultural service and other social service excluding social security,8412
regulation of and contribution to more efficient operation of business,8413
foreign affair,8421
defence activity,8422
public order and safety activity,8423
compulsory social security activity,8430
preprimary and primary education,8510
general secondary education,8521
technical and vocational secondary education,8522
higher education,8530
sport and recreation education,8541
cultural education,8542
other education nec,8549
educational support activity,8550
hospital activity,8610
medical and dental practice activity,8620
other human health activity,8690
residential nursing care facility,8710
residential care activity for mental retardation mental health and substance abuse,8720
residential care activity for the elderly and disabled,8730
other residential care activity,8790
social work activity without accommodation for the elderly and disabled,8810
other social work activity without accommodation,8890
creative art and entertainment activity,9000
library and archive activity,9101
museum activity and operation of historical site and building,9102
botanical and zoological garden and nature reserve activity,9103
gambling and betting activity,9200
operation of sport facility,9311
activity of sport club,9312
other sport activity,9319
activity of amusement park and theme park,9321
other amusement and recreation activity nec,9329
activity of business and employer membership organization,9411
activity of professional membership organization,9412
activity of trade union,9420
activity of religious organization,9491
activity of political organization,9492
activity of other membership organization nec,9499
repair of computer and peripheral equipment,9511
repair of communication equipment,9512
repair of consumer electronics,9521
repair of household appliance and home and garden equipment,9522
repair of footwear and leather good,9523
repair of furniture and home furnishing,9524
repair of other personal and household good,9529
washing and dry cleaning of textile and fur product,9601
hairdressing and other beauty treatment,9602
funeral and related activity,9603
other personal service activity nec,9609
activity of household a employer of domestic personnel,9700
undifferentiated goodsproducing activity of private household for own use,9810
undifferentiated serviceproducing activity of private household for own use,9820
activity of extraterritorial organization and body,9900
commercial cultivation of maize wheat and barley for grain production,1110
farming of oilseed like groundnut and palm and leguminous crop such a bean,1110
largescale operation for growing and harvesting soybean and other pulse,1110
agricultural business focused on staple cereal production not including rice,1110
planting and maintenance of field for growing feed grain and edible pulse,1110
paddy farming in flooded field for commercial rice production,1120
growing and harvesting dryfield rice variety,1120
cultivation of various rice strain including basmati and jasmine,1120
commercial production of rice grain for milling and consumption,1120
planting irrigation and gathering of highyield rice crop,1120
farming of lettuce tomato and other salad vegetable,1130
cultivation of root crop like cassava sweet potato and yam,1130
growing various melon type including watermelon and cantaloupe,1130
commercial production and harvest of kitchen garden vegetable and herb,1130
operating farm focused on tuber and diverse fruitbearing vegetable,1130
largescale planting and harvesting of sugarcane for processing,1140
cultivation of cane sugar crop on commercial plantation,1140
agricultural operation dedicated solely to sugarcane production,1140
growing and managing field of sugarproducing cane,1140
harvesting sugarcane stalk for transport to crushing mill,1140
cultivation of cotton jute and other soft natural fiber,1160
farming of sisal hemp and flax for industrial textile use,1160
growing fiberproducing crop for rope thread and fabric manufacturing,1160
agricultural production of natural plant fiber,1160
planting maintenance and harvesting of crop primarily used for their fiber,1160
growing flower foliage and decorative plant floriculture,1190
commercial mushroom cultivation and fungi farming,1190
production of unspecialized nonperennial crop not classified elsewhere,1190
operating a commercial nursery for nontree crop,1190
farming of any shortcycle crop other than cereal vegetable or fiber,1190
commercial vineyard for growing table grape and wine grape,1210
cultivation and harvesting of grapevine for fruit and juice production,1210
managing a farm dedicated to grape growing,1210
planting trellising and picking various type of grape,1210
agricultural enterprise focused on viticulture and grape production,1210
growing mango banana pineapple and other tropical fruit,1220
cultivation of avocado papaya and subtropical berry,1220
commercial farming of fruit tree that thrive in tropical and warm climate,1220
plantation growing exotic and warmweather fruit,1220
harvesting citrus and other noncitrus subtropical fruit variety,1220
cultivation of orange lemon lime and grapefruit,1230
commercial citrus orchard for fruit and juice production,1230
growing and harvesting various type of citrus fruit tree,1230
managing a citrus fruit plantation,1230
agricultural operation dedicated to growing citrus crop,1230
growing apple pear peach plum and cherry,1240
cultivation of orchard fruit with pit stone fruit or seed pome fruit,1240
commercial farming of temperate fruit tree,1240
managing an orchard for pome and stone fruit production,1240
harvesting soft tree fruit like apricot and nectarine,1240
growing berry strawberry raspberry blueberry and kiwifruit,1250
cultivation of fig date and various edible nut almond cashew walnut,1250
farming of miscellaneous tree bush and shrub fruit,1250
commercial production of edible nut and assorted berry,1250
plantation growing diverse fruit and nut not specified in other category,1250
growing olive oil palm and coconut primarily for oil extraction,1260
cultivation of groundnut and other oilbearing seed and fruit,1260
farming of tree and crop specifically for their oleaginous content,1260
commercial production of oilseed fruit like cocoa bean,1260
plantation growing raw material for vegetable and animal oil and fat,1260
growing coffee bean cocoa bean and tea leaf,1270
cultivation of various crop used for making beverage,1270
farming tea plantation and coffee estate,1270
commercial production and harvest of beverage crop,1270
managing field dedicated to growing raw material for drink,1270
growing chili pepper vanilla cinnamon and other spice,1280
cultivation of herb aromatic plant and drugpharmaceutical crop,1280
farming medicinal plant and flavoring agent,1280
commercial production and harvest of specialized spice and drug crop,1280
planting and management of field for essential oil and medicinal plant,1280
growing natural rubber bamboo and christmas tree nonforestry,1290
cultivation of any perennial crop that dont fit into other category,1290
farming of slowgrowing longcycle agricultural product,1290
commercial production of perennial crop for industrial or decorative use,1290
managing plantation for nonfood nonbeverage perennial crop,1290
commercial raising and breeding of beef and dairy cattle,1410
operating a ranch for the management and sale of cattle,1410
farming buffalo for milk meat and hide,1410
raising cow for milk production dairy farming,1410
breeding and fattening cattle for the meat industry,1410
raising horse for riding racing or agricultural work,1420
breeding donkey mule and other working equine,1420
commercial farming of various horse breed and related animal,1420
operating a stable or ranch dedicated to equine production,1420
managing a breeding program for horse and other equid,1420
raising and breeding dromedary and other camel specie,1430
commercial farming of camel for milk meat and transport,1430
operating a ranch specializing in camelid livestock,1430
managing herd of llama and alpaca for wool and meat,1430
breeding and raising camel and similar animal,1430
providing service like pest control spraying and pruning for crop,1610
operating agricultural machinery tractor harvester on a contract basis,1610
managing irrigation system and advising on crop technique,1610
providing specialized service that support crop production,1610
agricultural consulting and onfarm crop management assistance,1610
operating fish farm and cultivating aquatic life in freshwater pond or tank,3220
commercial aquaculture of tilapia catfish and freshwater prawn,3220
hatching and raising aquatic organism in inland water environment,3220
farming fish in river lake or constructed freshwater habitat,3220
inland aquaculture activity for commercial food production,3220
providing drainage and pumping service in metal ore and mineral mine,9900
offering blasting overburden removal and mine development service,9900
support activity for mining and quarrying not related to oil and gas,9900
contractual service like geological surveying and core drilling for mine,9900
operating specialized technical service for nonoilgas mining operation,9900
manufacturing readytowear clothing for men woman and child,1410
operating a factory for mass production of nonfur apparel,1410
production of suit shirt trouser and other outer garment,1410
manufacturing clothes from woven fabric including uniform and workwear,1410
factory specializing in the design and production of wearing apparel,1410
manufacturing apparel using knitting and crocheting technique,1430
production of sweater hosiery and other knitted outer garment,1430
factory making seamless knitwear and crocheted clothing,1430
manufacturing garment eg tshirts sock from knitted fabric,1430
production of finished knitted clothing and accessory,1430
tanning and dressing of raw animal hide and skin,1511
processing leather to make it suitable for shoe and bag manufacturing,1511
dressing and dyeing of fur skin for use in apparel,1511
operating a tannery and specialized leather finishing facility,1511
chemical treatment and preparation of animal skin and fur,1511
manufacturing luggage briefcase handbag and wallet from leather or substitute,1512
production of horse saddlery harness and related equestrian good,1512
factory making strap belt and other small personal leather accessory,1512
manufacturing item used for carrying or storing good made of leather,1512
production of travel good and container made from leather or similar material,1512
manufacturing all type of footwear leather rubber plastic textile,1520
production of shoe boot sandal and specialized protective footwear,1520
operating a factory for assembling and finishing foot covering,1520
manufacturing shoe part like upper sol and insole,1520
production of custom and massproduced orthopedic footwear,1520
operating a sawmill to cut and shape log into lumber,1610
planing drying and treating wood for construction and manufacturing,1610
production of roughcut lumber and dimensional timber,1610
primary processing of raw wood material into basic wooden shape,1610
manufacturing wood product through sawing chipping and milling,1610
manufacturing veneer sheet plywood particle board and fibreboard,1621
production of various type of engineered wood panel,1621
factory making laminated wood product and composite panel,1621
manufacturing woodbased sheet and board for building and furniture,1621
production of thin layer of wood veneer and composite wood material,1621
manufacturing wooden door window frame staircase and joinery product,1622
production of prefabricated wooden building and structural element,1622
factory making wooden flooring skirting board and specialized carpentry,1622
manufacturing wood product used in building construction eg truss,1622
production of builder woodwork and finished architectural millwork,1622
manufacturing wooden box crate pallet and cable drum,1623
production of wooden packaging material and transport container,1623
factory making barrel cask and wooden component for packaging,1623
manufacturing wooden material handling and storage unit,1623
production of light and heavy wooden packaging product,1623
manufacturing wood product like tool handle clothes hanger and kitchenware,1629
production of article made from cork straw and plaiting material eg basket,1629
factory making picture frame wooden furniture part and decorative wood item,1629
manufacturing specialized wood product not classified elsewhere,1629
production of miscellaneous article of wood cork straw and wicker,1629
manufacturing wood pulp and other fibrous material for paper making,1701
production of raw paper and paperboard sheet,1701
operating a pulp and paper mill,1701
manufacturing primary paper stock and cellulose fiber,1701
production of paper material for printing and packaging use,1701
manufacturing corrugated paper and paperboard sheet,1702
production of box carton and container made from corrugated material,1702
factory making folding paperboard container and rigid paper box,1702
manufacturing specialized packaging from paper and paperboard,1702
production of all type of container made from paper and cardboard,1702
manufacturing stationery envelope writing pad and exercise book,1709
production of paper novelty calendar and paper household article,1709
factory making specialized paper product like filter napkin and toilet paper,1709
manufacturing diverse article of paper and paperboard not elsewhere classified,1709
production of miscellaneous paper product including wallpaper and paper cup,1709
commercial printing of newspaper book magazine and leaflet,1811
operating a facility for printing textile plastic and metal on a contract basis,1811
printing of document security paper label and stationery,1811
digital and offset printing service for various material,1811
manufacturing printed material using various reproduction technique,1811
providing typesetting platemaking and graphic design service for printing,1812
operating bindery service for book and printed material finishing,1812
providing prepress and postpress service auxiliary to printing,1812
digital data input formatting and file preparation for print job,1812
finishing and specialized processing activity related to the printing industry,1812
manufacturing basic organic and inorganic chemical gas and dye,2011
production of industrial chemical like acid alkali and salt,2011
factory making petrochemical synthetic crude product and basic plastic,2011
manufacturing primary chemical element and compound,2011
production of basic industrial raw material for further chemical processing,2011
manufacturing nitrogen compound including ammonia and nitric acid,2012
production of mineral or chemical fertilizer for agricultural use,2012
factory making bulk fertilizer eg urea phosphate,2012
manufacturing compound specifically used to enrich soil fertility,2012
production of prepared fertilizer and nitrogenbased compound,2012
manufacturing plastic and synthetic rubber in their raw primary form pellet resin,2013
production of polyethylene pvc and other polymer material,2013
factory making synthetic rubber elastomer for tire and rubber good,2013
manufacturing synthetic resin and thermoplastic material,2013
production of primary form of plastic and synthetic rubber polymer,2013
manufacturing pesticide herbicide fungicide and other agrochemicals,2021
production of insecticide rodenticides and plant growth regulator,2021
factory making prepared chemical for crop and garden protection,2021
manufacturing chemical product specifically for agricultural use,2021
production of various chemical designed to control pest and plant disease,2021
manufacturing soap detergent and other cleaning and polishing preparation,2023
production of perfume cologne and various toilet preparation,2023
factory making cosmetic hair care product and oral hygiene product,2023
manufacturing surface active agent and personal care chemical product,2023
production of cleaning agent wax polish and beauty product,2023
manufacturing adhesive glue gelatine and specialized chemical product,2029
production of photographic chemical explosive and firework,2029
factory making industrial oil grease and antifreeze product,2029
manufacturing diverse chemical product not classified elsewhere,2029
production of essential oil printing ink and specialized chemical mixture,2029
manufacturing synthetic or artificial fiber rayon polyester nylon,2030
production of nonnatural fiber used in textile manufacturing,2030
factory making continuous filament and staple fiber from polymer,2030
manufacturing manmade textile fiber and filament,2030
production of regenerated and synthetic organic fiber,2030
manufacturing pneumatic rubber tire and inner tube for vehicle,2211
retreading and rebuilding used tire for automotive and industrial use,2211
production of tire carcass and repair material,2211
factory specializing in the production and repair of rubber tire,2211
manufacturing and servicing of rubber tire and related product,2211
manufacturing rubber sheet rod tubing and gasket,2219
production of rubber conveyor belt seal and other industrial rubber component,2219
factory making rubber flooring mat and inflatable rubber product,2219
manufacturing specialized article of rubber not classified elsewhere,2219
production of various molded and extruded rubber good,2219
manufacturing plastic container bottle jar tub film sheet and pipe,2220
production of plastic construction material siding shutter,2220
factory making plastic household article dinnerware and packaging,2220
manufacturing finished product made of plastic including part and accessory,2220
production of various thermoformed and molded plastic good,2220
manufacturing flat glass mirror laminated and tempered safety glass,2310
production of glass container glassware and glass fiber,2310
factory making optical glass laboratory glassware and glass building block,2310
manufacturing diverse product made from processed or formed glass,2310
production of various glass product for industrial and consumer use,2310
manufacturing refractory brick block and ceramic material resistant to heat,2391
production of heatinsulating material from ceramic fiber,2391
factory making furnace lining and hightemperature ceramic component,2391
manufacturing refractory cement mortar and structural ceramic product,2391
production of heatresistant nonmetallic mineral product,2391
manufacturing nonrefractory clay brick tile roofing tile and pipe,2392
production of ceramic tile and nonstructural clay building element,2392
factory making porcelain earthenware and other clay construction material,2392
manufacturing fired clay product for building and infrastructure,2392
production of baked clay material for construction use,2392
manufacturing precast concrete element slab pipe beam block,2395
production of readymix concrete and drymix mortar,2395
factory making article of cement plaster and artificial stone,2395
manufacturing gypsum plaster product eg wallboard ceiling tile,2395
production of construction component made from concrete and cement,2395
cutting shaping polishing and finishing of building stone marble granite,2396
working with stone for monument countertop and architectural feature,2396
processing quarried stone into finished dimensional piece,2396
factory performing stone dressing and carving for construction use,2396
shaping and refining natural stone material for decorative and structural application,2396
manufacturing abrasive product friction material and mineral insulating material,2399
production of asphalt and bitumen product,2399
factory making mineral wool graphite electrode and other nonmetallic mineral nec,2399
manufacturing specialized nonmetallic mineral product,2399
production of miscellaneous manufactured nonmetallic item,2399
manufacturing basic iron and steel product ingot billet slab,2410
production of primary form of steel from blast furnace,2410
operating a steel mill for melting refining and continuous casting,2410
manufacturing flatrolled long and tubular steel product,2410
production of raw iron and steel from ore or scrap,2410
manufacturing basic precious metal gold silver platinum and nonferrous metal aluminium copper,2420
production of crude and refined nonferrous metal in primary form,2420
operating a smelter for copper zinc or lead,2420
manufacturing alloy of precious and nonferrous metal,2420
production of semifinished product from nonferrous metal,2420
casting of iron and steel into semifinished or finished metal product,2431
operating a foundry for iron and steel casting,2431
manufacturing cast iron pipe fitting and component,2431
production of steel casting for industrial machinery,2431
casting ferrous metal using various molding technique,2431
casting of nonferrous metal eg aluminium copper zinc into finished product,2432
operating a foundry for nonferrous metal casting,2432
manufacturing cast nonferrous metal component for vehicle and machinery,2432
production of aluminium casting brass fitting and bronze sculpture,2432
casting specialized nonferrous metal part,2432
manufacturing structural steel product like prefabricated metal building and bridge,2511
production of metal door window frame and building element,2511
factory making sheet piling preengineered metal structure and tower,2511
manufacturing structural metal component for civil engineering project,2511
production of large heavy steel structure for construction use,2511
manufacturing metal tank reservoir container and steam generator,2512
production of pressure vessel and large nonprefabricated metal storage unit,2512
factory making metal drum barrel and cylinder for chemical,2512
manufacturing metal vessel and container for industrial fluid storage,2512
production of specialized metal tank and bulk liquid storage unit,2512
manufacturing cutlery kitchen knife spoon and fork,2593
production of hand tool including saw wrench hammer and screwdriver,2593
factory making lock key hinge and other general hardware product,2593
manufacturing metal tool and implement for domestic and professional use,2593
production of various type of metal hardware and small fabricated item,2593
manufacturing metal foil mesh wire product and armored safe,2599
production of bolt nut rivet spring and metal chain,2599
factory making metal container eg can pail and sanitary ware,2599
manufacturing various fabricated metal product not classified elsewhere,2599
production of diverse nonstructural metal product and component,2599
manufacturing electronic measuring testing and navigating instrument,2651
production of scientific control equipment flow meter and gauge,2651
factory making aircraft navigation instrument and laboratory analytical equipment,2651
manufacturing specialized device for measuring electrical and physical variable,2651
production of professional measuring tool and control system,2651
manufacturing watch clock timerecording device and watch movement,2652
production of timing mechanism and precision clock part,2652
factory making chronometer alarm clock and electronic timing system,2652
manufacturing device for measuring and displaying time,2652
production of small precision timekeeping instrument,2652
manufacturing fiber optic cable for telecommunication,2731
production of optical fiber encased in protective jacket,2731
factory making specialized cable for highspeed data transmission,2731
manufacturing cable designed for light signal transmission,2731
production of dielectric and fiberbased communication cable,2731
manufacturing insulated electric wire and cable copper aluminium,2732
production of heavyduty power transmission cable,2732
factory making insulated wire for electrical application,2732
manufacturing electric power and telecommunication cable,2732
production of various type of electric conductor and cable,2732
manufacturing wiring device like switch socket and circuit breaker,2733
production of electrical conduit fitting and junction box,2733
factory making fuse connector and other electrical installation accessory,2733
manufacturing device used to control or connect electric circuit,2733
production of specialized electrical wiring component and material,2733
manufacturing hydraulic and pneumatic pump compressor tap and valve,2813
production of centrifugal pump vacuum pump and fire hydrant,2813
factory making plumbing fixture cock and fluid power valve,2813
manufacturing machinery for controlling or moving fluid and gas,2813
production of various type of industrial pump compressor and control device,2813
manufacturing ball bearing roller bearing gear and gearing element,2814
production of mechanical power transmission equipment clutch flywheel,2814
factory making drive chain and transmission part,2814
manufacturing component for mechanical motion and power transfer,2814
production of various type of bearing gearbox and speed changer,2814
manufacturing industrial furnace incinerator and nonelectric heater,2815
production of furnace burner and heating equipment for industrial use,2815
factory making boiler apparatus and specialized thermal processing equipment,2815
manufacturing industrial oven kiln and thermal machinery,2815
production of heating machinery for manufacturing process,2815
manufacturing lifting loading unloading and handling equipment,2816
production of elevator escalator conveyor and hoist,2816
factory making crane forklift truck and specialized handling machinery,2816
manufacturing mechanical handling equipment for material movement,2816
production of diverse machinery for lifting and conveying good,2816
manufacturing noncomputer office machinery eg photocopier calculator typewriter,2817
production of accounting and statistical machine cash register,2817
factory making specialized office equipment not classified a computer,2817
manufacturing machine used for general administrative task,2817
production of duplicating dictating and addressing machine,2817
manufacturing powerdriven hand tool electric drill saw sander,2818
